Client_ID,Professionals_Count,Students_Count,Observers_Count,Course_Start_Date,Practical_Hours,Theory_Hours,Registration_Days_Before,Origin_Country,Catering_Package,Welcome_Gift_Type,Requested_Lab_Config,Assigned_Lab_Config,Prev_Course_Dropouts,Prev_Course_Attended,Pre_Course_Supports_Tickets,Physical_Course_Kits,Waiting_List_Days,Registration_Changes,Enrollment_Type,Lanyard_Color,Client_Category,Submission_Source,Returning_Client,Agent_ID,Company_ID,Payment_Terms,Daily_Tuition_Cost,Dropped_Course
60064,2,0.0,0,2016-09-26,1,0,,ESP,no food plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,  Blue  ,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,99.0,1
34493,2,1.0,0,2016-05-03,0,1,1.0,FIN,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Dual Monitor Setup,0,0,2,0.0,0,0,General Admission,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,,,Pay Upon Start,142.0,0
56381,2,0.0,0,2015-09-23,0,1,8.0,PRT,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,Contractual Agreement,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,120.0,1
61317,2,0.0,0,2016-10-21,0,2,263.0,PRT,  Standard (Coffee Only) ,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,250.0,,Prepaid (Non-Refundable),110.0,1
59764,1,0.0,0,2016-07-15,2,5,153.0,IRL,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Unknown,90.46,1
36184,2,0.0,0,2016-12-28,0,2,3.0,ESP,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,2,1.0,0,0,General Admission,BLUE,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,131.0,0
33274,2,0.0,0,2016-06-18,1,1,91.0,FRA,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue, SaaS & Software Houses ,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,116.1,1
58046,2,1.0,0,2016-04-27,0,1,32.0,PRT,Lunch Included,Water Bottle,Standard PC (Windows),Laptop Docking Station,0,0,0,0.0,0,0,General Admission,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,165.15,0
6997,2,0.0,0,2016-10-28,0,2,35.0,ITA,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,2,0.0,0,0,General Admission, Blue  ,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,109.0,1
66842,1,0.0,0,2016-11-22,0,1,1.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,1,0,1.0,0,0,General Admission,Red,industrial tech & iot,Dedicated Sales Team,1,,5185.0,Pay Upon Start,88.0,0
65341,2,0.0,0,2016-06-01,0,3,114.0,FRA,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Linux Workstation,0,0,1,0.0,0,0,Affiliated Admission,Black,Traditional IT & Telecomm,B2B Platforms & Resellers,0,224.0,,Pay Upon Start,75.0,0
75757,1,0.0,0,2016-02-27,2,3,115.0,MAR,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,1,Affiliated Admission,Red,Traditional IT & Telecomm,b2b platforms & resellers,0,147.0,,Pay Upon Start,76.0,0
39627,2,0.0,0,2016-01-06,0,1,0.0,prt, Standard (Coffee Only) ,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,  FinTech & Banking  ,Direct Website Registration,0,,,Pay Upon Start,85.0,0
64598,2,0.0,0,2016-05-06,0,2,49.0,ESP,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,116.1,1
9217,2,0.0,0,2017-03-16,0,3,176.0,FRA,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,79.2,1
1766,2,2.0,0,2016-06-19,2,2,15.0,GBR,Lunch Included,USB Drive,Dual Monitor Setup,High-GPU Unit,0,0,2,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,278.0,0
9425,2,0.0,0,2015-08-14,0,2,39.0,DEU,Lunch Included,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,Affiliated Admission,Blue,Traditional IT & Telecomm,b2b platforms & resellers,0,219.0,,Pay Upon Start,109.0,0
65413,1,0.0,0,2015-12-17,0,2,13.0,BRA,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Linux Workstation,0,0,1,0.0,0,0,General Admission,Blue,Industrial Tech & IoT,  DEDICATED SALES TEAM  ,0,171.0,,Pay Upon Start,79.0,0
17286,2,0.0,0,2016-10-03,1,2,17.0,*FRA,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Linux Workstation,0,0,0,0.0,0,0,General Admission,Black,Traditional IT & Telecomm,B2B Platforms & Resellers,0,224.0,,Pay Upon Start,85.0,0
38427,1,0.0,0,2016-12-01,0,3,444.0,  PRT  ,Standard (Coffee Only),Water Bottle,,Standard PC (Windows),1,0,0,0.0,39,0,General Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,277.0,,Prepaid (Non-Refundable),75.0,1
5892,3,0.0,0,2016-07-19,0,2,19.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Linux Workstation,0,0,2,0.0,0,3,General Admission,Blue,FinTech & Banking,Direct Website Registration,0,,,Pay Upon Start,156.5,0
47949,2,0.0,0,2016-12-09,1,2,17.0,CN,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,92.67,0
11051,1,0.0,0,2015-10-15,0,2,,DZA,Standard (Coffee Only),USB Drive,,Standard PC (Windows),0,0,0,0.0,0,0,Affiliated Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,208.0,,Pay Upon Start,100.0,0
59132,2,0.0,0,2016-03-19,2,1,393.0,PRT,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Black,big tech & multinationals,B2B Platfor!ms & Resellers,0,218.0,,Prepaid (Non-Refundable),70.53,1
14795,2,0.0,0,2016-09-25,2,0,41.0,ARG,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,,,Pay Upon Start,135.9,1
28248,2,0.0,0,2017-03-21,0,3,56.0,PRT,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Black,Traditional IT & Telecomm,B2B Platforms & Resellers,0,167.0,,Prepaid (Non-Refundable),85.0,1
18290,2,0.0,0,2016-07-02,1,1,6.0,ITA,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,132.0,1
48476,2,0.0,0,2016-05-29,2,2,88.0,ITA,Standard (Coffee Only),Water Bottle,Laptop Docking Station,Laptop Docking Station,0,0,1,0.0,0,1,Affiliated Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,,,Pay Upon Start,112.01,0
35321,1,0.0,0,2015-09-26,0,1,344.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),1,0,0,0.0,0,1,General Admission, Blue , Big Tech & Multinationals  ,B2B Platforms & Resellers,0,218.0,,Prepaid (Non-Refundable),170.0,1
48768,2,0.0,0,2016-04-01,1,2,62.0,FRA,Standard (Coffee Only),Water Bottle,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,Affiliated Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,106.2,0
76055,2,0.0,0,2016-06-03,0,2,70.0,FRA,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,Affiliated Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,300.0,,Pay Upon Start,100.0,0
52513,1,0.0,0,2016-01-09,0,1,5.0,VEN,  Standard (Coffee Only)  ,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,75.0,1
36521,2,0.0,0,2016-02-28,2,1,116.0,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,1,Affiliated Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,147.0,,Pay Upon Start,96.0,0
7154,3,0.0,0,2016-05-02,1,2,95.0,ITA,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,2,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B PLATFORMS & RESELLERS,0,,,pay upon start,159.3,1
10391,2,0.0,0,2016-08-10,0,2,405.0,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Red,  Big Tech & Multinationals ,B2B Platforms & Resellers,0,218.0,,Prepaid (Non-Refundable),65.0,1
31207,2,0.0,0,2017-03-17,1,2,74.0,GBR,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,97.2,1
44796,2,0.0,0,2016-02-22,1,1,17.0,BEL,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Linux Workstation,0,0,1,0.0,0,0,  General Admission  ,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,224.0,,Pay Upon Start,87.0,0
46947,2,0.0,0,2016-09-30,1,2,219.0,prt,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,0,320.0,,Prepaid (Non-Refundable),120.0,1
60291,2,0.0,0,2016-04-29,0,2,142.0,ITA,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,Affiliated #Admission,Red,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Pay Upon Start,65.0,0
33230,1,0.0,0,2016-06-06,1,0,3.0,PRT,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,3,0,1.0,0,0,General Admission,Blue,Industrial Tech & IoT,Dedicated Sales Team,1,,5191.0,Pay Upon Start,65.0,0
19655,3,0.0,0,2017-02-04,2,2,26.0,FRA,STANDARD (COFFEE ONLY),USB Drive,MacOS Station,MacOS Station,0,0,2,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,108.8,0
73030,1,0.0,0,2015-10-09,2,2,2.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,Affiliated Admission,Red,traditional it & telecomm,B2B PLATFORMS & RESELLERS,0,258.0,,Pay Upon Start,0.0,1
70643,0,0.0,0,2016-11-22,0,1,216.0,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,2,General Admission,Orange,Big Tech & Multinationals,Dedicated Sales Team,0,,5024.0,Pay Upon Start,0.0,0
48268,2,1.0,0,2016-03-25,1,2,0.0,ITA,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,2,0.0,0,0,Contractual Agreement,Red,Traditional IT & Telecomm,B2B Platforms & Resellers,0,224.0,,Pay Upon Start,67.5,0
28915,2,1.0,0,2017-04-17,1,3,,ITA,Lunch Included,USB Drive,MacOS Station,MacOS Station,0,0,2,0.0,0,1,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,198.0,0
21175,2,0.0,0,2015-08-30,2,1,104.0, ESP  ,Lunch Included,USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,GENERAL ADMISSION,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Prepaid (Non-Refundable),90.0,1
58352,2,0.0,0,2015-10-25,2,1,69.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,58,0,Affiliated Admission,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,0,320.0,,Pay Upon Start,85.67,0
19879,2,0.0,0,2015-09-11,0,2,9.0,BE!L,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,contractual agreement,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,128.5,0
56687,1,0.0,0,2015-12-05,2,1,47.0,ESP,Standard (Coffee Only),USB Drive,Standard PC (Windows),Linux Workstation,0,0,0,0.0,0,1,Affiliated Admission,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Pay Upon Start,60.0,0
41930,3,0.0,0,2016-10-27,0,1,23.0,BEL,STANDARD (COFFEE ONLY),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,1,General Admission,  Black  ,Traditional IT & Telecomm,B2B Platforms & Resellers,0,135.0,,Pay Upon Start,119.4,0
57302,2,0.0,0,2016-10-16,1,0,258.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,  General Admission ,Blue,traditional it & telecomm,B2B Platforms & Resellers,0,250.0,,Prepaid (Non-Refundable),110.0,1
24599,2,0.0,0,2016-07-09,2,1,48.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,2,0.0,0,0,General Admission,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,115.5,0
68788,2,0.0,0,2015-09-28,1,1,7.0,DEU,  Standard (Coffee Only) ,Branded Notebook,Standard PC (Windows),Laptop Docking Station,0,0,0,0.0,0,0,Affiliated Admission,Black,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,, Pay Upon Start ,170.0,0
17933,1,0.0,0,2016-04-07,0,2,73.0,ARG,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,90.9,1
28610,2,0.0,0,2015-09-21,1,1,199.0,PRT,  Standard (Coffee Only)  ,USB Drive,Standard PC (Windows),Standard PC (Windows),1,0,0,0.0,0,0,General Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,300.0,,PAY UPON START,48.0,1
250,3,0.0,0,2016-06-02,0,3,118.0,BEL,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,,Black,SaaS & Software Houses, B2B Platforms & Resellers  ,0,,,Pay Upon Start,159.3,1
35175,2,0.0,0,2015-10-22,0,1,7.0,USA,No Food Plan,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Ad!mission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,,,Pay Upon Start,114.0,0
50281,2,0.0,0,2016-08-13,2,1,11.0,,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,151.0,1
35825,2,0.0,0,2016-04-21,0,2,288.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission, Red  ,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Prepaid (Non-Refundable),62.0,1
4361,2,0.0,0,2016-08-12,2,2,119.0,ITA,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Green,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,114.3,0
54895,3,0.0,0,2016-08-24,0,4,100.0,ITA,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pa*y Upon Start,150.3,1
15612,3,0.0,0,2017-04-13,0,2,100.0,ITA,Standard (Coffee Only),Portable Charger,Linux Workstation,Linux Workstation,0,0,0,0.0,0,1,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,175.5,1
6849,3,0.0,0,2016-06-14,0,2,1.0,NLD,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,  Blue ,SaaS & Software Houses, B2B Platforms & Resellers  ,0,184.0,,Pay Upon Start,179.0,0
48162,2,0.0,0,2016-04-07,0,2,274.0,PRT, Standard (Coffee Only) ,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,  Prepaid (Non-Refundable) ,62.0,1
8326,2,0.0,0,2017-03-31,2,2,120.0,DEU,no food plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,S!aaS & Software Houses,B2B Platfo!rms & Resellers,0,184.0,,Pay Upon Start,92.95,1
36072,2,0.0,0,2016-05-03,0,4,166.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,FinTech & Banking,Direct Website Registration,0,,,Pay Upon Start,89.25,0
4309,2,0.0,0,2016-10-09,2,1,47.0,ISR,Standard (Coffee Only),Water Bottle,Linux Workstation,Linux Workstation,0,0,2,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,,,Pay Upon Start,139.5,0
55484,1,0.0,0,2016-04-19,0,2,,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission, Blue  ,Traditional IT & Telecomm,B2B Platforms & Resellers,0,133.0,,Prepaid (Non-Refundable),115.0,1
52317,2,0.0,0,2016-07-29,0,1,1.0,CHL,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,109.0,0
34812,2,0.0,0,2016-09-26,1,0,3.0,GBR,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Laptop Docking Station,0,0,0,0.0,0,1,General Admission,Blue,traditional it & telecomm,B2B Platforms & Resellers,0,321.0,,Pay Upon Start,115.0,0
61107,1,0.0,0,2015-09-25,2,3,65.0, SVN  ,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,104.0,,Pay Upon Start,118.14,0
32856,3,0.0,0,2016-07-28,0,3,94.0,ESP,Standard (Coffee Only),Water Bottle,Linux Workstation,Linux Workstation,0,0,0,1.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,  Pay Upon Start ,149.7,0
29163,2,0.0,0,2016-07-24,2,0,0.0,GBR,N#o Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,,,Pay Upon Start,134.0,0
48777,2,0.0,0,2017-04-12,0,2,6.0,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Blue,FinTech & Banking,Direct Website Registration,0,,,Pay Upon Start,100.0,0
76026,2,0.0,0,2016-04-28,1,3,85.0,BEL,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,102.43,1
61667,2,0.0,0,2016-03-12,2,3,71.0,SWE,No Food Plan,USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,262.0,,Pay Upon Start,45.9,0
48961,2,0.0,0,2017-03-21,0,4,93.0,USA,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,2,General Admission,  Blue ,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,91.93,0
67188,3,0.0,0,2016-12-07,0,2,65.0,  GBR  ,Standard (Coffee Only),USB Drive,Linux Workstation,Linux Workstation,0,0,1,0.0,0,0,General Admission,R?ed,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,126.0,0
10166,2,0.0,0,2017-03-02,2,3,25.0,DEU,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,91.8,1
67837,2,0.0,0,2016-05-09,1,4,,FRA,Lunch Included,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,1.0,0,0,General Admission,Orange,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,170.1,0
67037,1,0.0,0,2015-12-08,0,2,34.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),1,0,0,0.0,0,0,General Admission,blue, Traditional IT & Telecomm  ,B2B Platforms & Resellers,0,139.0,,Prepaid (Non-Refundable),90.0,1
50998,2,0.0,0,2017-04-16,2,1,67.0,FRA,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,126.0,1
75520,1,0.0,0,2015-10-07,0,1,0.0,FRA,Standard (Coff!ee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Orange,FinTech & Banking,Direct Website Registration,0,264.0,,,145.0,0
56070,3,0.0,0,2016-08-14,2,0,40.0,DEU,Standard (Coffee Only),USB Drive,Linux Workstation,Linux Workstation,0,0,3,0.0,0,0,General Admission,Orange,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,  Pay Upon Start  ,177.3,0
57101,2,0.0,0,2017-03-26,1,0,9.0,bra,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,89.0,0
49288,2,0.0,0,2016-10-10,1,5,129.0,NOR,Standard (Coffee Only),USB Drive,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,132.3,1
72566,2,0.0,0,2016-06-09,0,1,27.0,PRT,Standard (Coffee? Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,Affiliated Admission,Blue,Traditional IT & Telecomm,Dedicated Sales Team,0,121.0,,Pay Upon Start,120.0,1
22237,2,0.0,0,2017-02-12,2,0,67.0,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,0,205.0,,Prepaid (Non-Refundable),80.0,1
17069,2,0.0,0,2015-12-30,0,3,,ITA,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,111,0,Affiliated Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,205.0,,Pay Upon Start,70.67,0
66049,2,0.0,0,2016-07-22,2,6,172.0,FRA,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,104.0,,Pay Upon Start,70.85,0
53876,1,0.0,0,2017-04-20,0,3,44.0,ITA,Standard (Coffee Only),Portable Charger,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,1,Affiliated Admission,Black,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Pay Upon Start,106.67,0
39570,1,0.0,0,2016-10-13,0,3,37.0,PRT,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,Affiliated Admission,Black,Traditional IT & Telecomm,B2*B Platforms & Resellers,0,306.0,,Pay Upon Start,95.0,1
51934,2,0.0,0,2016-06-26,2,0,34.0,PRT,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,89.1,0
38771,1,0.0,0,2015-09-04,1,2,219.0,SWE,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,Affiliated Admission,Black,Traditional IT & Telecomm,B2B Platforms & Resellers,0,205.0,,Pay Upon Start,76.67,0
42907,3,0.0,0,2016-10-29,2,1,223.0,AUT,Standard (Coffee Only),USB Drive,Linux Workstation,Linux Workstation,0,0,2,0.0,0,0,General Admission,Blue, SaaS & Software Houses ,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,128.7,0
45791,2,0.0,0,2016-03-25,1,2,161.0,PRT,Lunch Included,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,101,0,General Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,258.0,,Prepaid (Non-Refundable),130.0,1
47724,2,0.0,0,2016-05-29,2,3,11.0,DEU,,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,111.35,0
32263,2,0.0,0,2016-08-27,0,1,162.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,96.3,1
1824,2,0.0,0,2016-11-04,0,2,48.0,ESP,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,2,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,97.2,0
24464,1,0.0,0,2017-01-09,1,1,0.0,ESP,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,3,0,0.0,0,0,Gene!ral Admission,BLUE,Industrial Tech & IoT,Dedicated Sales Team,1,,5057.0,Pay Upon Start,80.0,0
